id,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
4988,3.6458,18,4.722175732,0.982779828,2133,2.849148418,34.71,-118.05,1.358
4989,3.3438,24,5.625592417,1.106100796,2821,4.277448071,34.05,-117.97,1.627
4990,3.57,32,4.928921348,1.036566186,1379,2.181324647,32.75,-117.01,1.607
4991,3.6417,28,4.919191919,1.171717172,1290,2.058080808,34.23,-118.26,2.277
4992,2.9375,20,4.935064935,1.086734694,1768,2.833333333,33.93,-118.31,1.455
4993,3.4773,25,5.639053254,1.045703839,1699,2.834303216,33.91,-118.15,1.603
4994,2.4643,32,4.539087948,1.070381232,1715,2.623268698,32.73,-117.09,1.162
4995,3.5292,13,5.754623922,1.048327138,1351,2.293718166,33.15,-117.19,1.648
4996,3.148,27,5.516333938,0.977329975,1130,2.886211513,38.02,-121.33,1.741
4997,3.5568,21,5.473684211,1.073684211,1018,2.068421053,35.37,-120.93,2.35
4998,5.1909,12,6.212410501,0.973747017,1441,2.755517827,33.04,-117.07,2.761
4999,2.0956,35,3.874396135,1.126213592,1142,3.068062827,33.95,-118.3,1.381
5000,4.375,13,5.104895105,1.00931677,920,2.857142857,37.99,-122.04,1.642
5001,1.8914,38,5.0591133,1.047619048,1349,3.286016949,36.09,-119.56,0.283
5002,4.5045,36,5.290617849,1.056710775,1921,2.685920578,38,-122.51,2.625
5003,2.4516,37,3.606232295,1.062634989,671,1.451149425,32.75,-117.17,1.875
5004,3.6042,19,5.362989324,1.008695652,2517,2.47826087,34.24,-117.27,1.331
5005,4.1455,32,4.943201377,1.049913941,1764,2.389799636,33.79,-118.32,3.746
5006,2.1513,25,3.664854772,1.058282209,4711,3.103139013,34.02,-118.26,1.204
5007,4.625,36,5.262529833,0.98264574,977,2.526946108,33.9,-118.38,3.798
5008,8.5574,52,6.26873385,1.007418398,743,2.421150278,37.85,-122.45,5.00001
5009,1.9955,46,4.29753915,1.011686144,1265,2.889078498,34.06,-118.29,2.342
5010,6.8371,23,6.458520179,1.052631579,3199,2.609865471,34.16,-118.46,4.955
5011,2.9118,26,5.033994334,1.137440758,405,3.134099617,34.18,-119.19,2.288
5012,2.5938,21,4.757281553,1.035820896,2104,2.151571115,33.78,-116.46,1.125
5013,1.7692,21,5.14116208,1.074733096,1611,3.261477046,36.72,-119.79,0.602
5014,1.8242,10,4.964807437,1.010917031,3264,2.226519337,40.11,-122.25,0.817
5015,3.8448,33,6.125954198,1.056939502,1161,2.519572954,38.46,-122.62,2.549
5016,4.2289,13,6.137078652,0.992337165,1312,2.638663968,38.12,-121.27,1.887
5017,2.5045,20,3.40257649,1.087378641,3198,1.744510978,37.8,-122.22,1.625
5018,5.2131,36,6.087649402,1.020710059,1251,3.014792899,34.29,-118.51,2.614
5019,3.4211,48,5.188498403,1.03649635,1616,2.657559199,37.75,-122.48,4.636
5020,6.0758,23,5.899038462,1.007211538,1434,2.826923077,38,-122.05,2.668
5021,3.6339,52,6.742627346,1.107969152,1037,2.633779264,34.16,-118.42,2
5022,3.6411,25,3.91943128,1.069686411,4407,2.469194313,34.18,-118.6,1.925
5023,2.2804,16,3.98,1.082568807,1486,3.716129032,33.75,-117.99,1.871
5024,1.7165,19,5.143815916,1.143815916,663,2.590116279,39.4,-120.05,0.856
5025,4.2065,45,5.822274882,1.05450237,1111,2.67535545,34.2,-118.13,2.217
5026,3.1713,11,5.171717172,1.01010101,1439,2.997320831,38.83,-121.15,1.481
5027,5.0155,25,5.379416363,1,2357,3.800675676,34.07,-118.32,2
5028,2.125,24,5.510729637,1.103004292,1282,2.505518764,38.16,-121.33,0.996
5029,3.2446,11,4.728026534,1.055740181,1796,2.126888218,32.64,-117,1.808
5030,3.1012,38,4.285714286,1.2,445,3.178571429,33.89,-118.1,1.842
5031,2.6397,29,4.659528908,0.978609626,1802,2.553892216,38.12,-121.26,0.689
5032,2.064,30,4.847494553,1.08987701,650,2.457627119,37.77,-122.19,0.789
5033,3.0404,25,3.696485623,1.029411765,7343,3,34,-118.32,1.475
5034,4.4821,25,4.050847458,1.068473609,1546,1.74829932,33.77,-117.87,2.186
5035,2.5812,17,4.633744856,1.126696833,555,2.172588832,33.95,-117.42,1.459
5036,1.7062,36,2.71445856,1.017291066,4121,4.331950207,32.7,-117.16,0.844
5037,2.7813,32,4.165837479,1.088426528,3767,4.182620502,34.28,-118.44,1.539
5038,5.6719,26,6.298192771,1.030165913,2447,3.037306843,37.25,-121.83,1.664
5039,5.791,30,7.901763224,1.10046729,781,2.598485437,32.95,-117.26,5.00001
5040,4.6437,16,4.812154696,1.152671756,1777,2.341317365,34.3,-118.68,3.233
5041,2.2261,26,3.793855302,1.059585492,2082,2.839898348,34.13,-118.17,1.448
5042,3.6033,11,11.04761905,2.06547619,1320,2.833333333,38.73,-120.99,1.429
5043,1.3801,38,4.216666667,1.020833333,259,2.6375,40.79,-124.13,0.831
5044,2.2937,12,6.387370405,1.222712238,2568,4.194729136,35.44,-118.96,0.675
5045,2.8922,52,3.935611038,1.054413543,1604,1.814149947,32.73,-117.16,3.813
5046,3.766,5,4.676470588,1,2151,2.764705882,35.5,-120.64,1.013
5047,4.8836,32,6.839552239,1.134328358,907,2.708249497,34,-118.41,3.372
5048,2.5969,31,3.842880524,1.06231454,1046,2.880382775,32.8,-117.14,1.853
5049,3.0919,42,3.454703833,1.38277512,697,2.172248804,33.74,-118.3,1.975
5050,2.2429,52,2.671290323,1.052410901,924,1.679824253,37.74,-122.41,0.875
5051,3.2823,12,4.867158672,1.117073171,1097,2.141025641,33.85,-118.14,2.076
5052,4.5321,25,4.347826087,1.05229794,4718,1.749541284,34.03,-118.4,3.25
5053,5.9316,28,6.123924269,1.015530547,1742,2.99827883,37.83,-122.19,3.606
5054,2.6,31,4.623853211,0.977900552,1328,3.069277108,36.65,-119.7,1.327
5055,5.1814,52,5.324203822,1.018306636,577,1.889473684,37.8,-122.45,5.00001
5056,2.4375,22,5.254424779,1.03307888,716,2.146596859,41.95,-124.3,0.508
5057,5.3799,24,6.18587228,1.065217391,8760,3.067193676,33.17,-117.03,2.276
5058,0.8527,50,1.771580345,1.082240763,1606,1.675075681,37.8,-122.25,0.55
5059,2.8348,45,3.872727273,0.872727273,723,2.16091954,37.71,-122.46,2.467
5060,2.9974,12,5.812623003,1.53125,2551,2.156748923,40.87,-122.08,0.991
5061,6.6105,26,7.330464716,1.012048193,1433,3.314629948,33.99,-117.98,2.879
5062,3.183,7,4.021578947,1.1484375,6840,4.231578947,33.79,-118.17,1.505
5063,6.7703,35,6.889400922,1.064935065,415,2.694805195,37.33,-121.93,4.197
5064,4.5083,28,5.584558824,1.044117647,1271,2.161764706,34.16,-118.27,3.986
5065,4.337,26,5.136400986,1.029182879,3749,2.068432671,34.09,-117.86,1.945
5066,2.8237,17,5.624521073,1.060353798,2513,3.111229947,39.46,-122.17,1.025
5067,2.3444,25,3.455375254,1.048069346,2657,2.198675497,33.98,-118.19,1.932
5068,4.7216,23,4.722222222,1.143564356,1994,1.819923372,34.24,-118.49,2.74
5069,3,36,4.782608696,1.039156627,1623,3.439759036,37.69,-122.15,1.727
5070,1.4321,8,4.482367758,1.107511046,7463,2.814345993,34.6,-118.15,0.67
5071,2.7833,36,3.690883191,1.082116788,1279,2.365904366,34.2,-118.34,1.743
5072,5.748,18,6.735172414,1.042505593,2205,3.111856823,37.24,-121.83,3.227
5073,2.3277,23,4.013207547,1.044217687,5495,4.439849624,37.98,-121.28,1.398
5074,7.9814,38,6.05734767,0.969432314,800,2.786026201,33.82,-118.38,5.00001
5075,3.7049,37,4.327296248,1.004731861,1656,2.730077121,34.14,-117.99,1.625
5076,3.0486,52,5.474747475,0.944444444,1166,2.833333333,37.77,-122.19,1.493
5077,3,35,3.773993808,1.059747292,1073,3.291428571,33.89,-118.25,1.413
5078,2.1587,39,3.935275081,1.053201082,1721,2.150174622,37.39,-122.11,3.625
5079,3.5521,26,3.45646438,1.038189533,1803,3.371769384,33.98,-118.36,2.407
5080,2.6684,31,2.900293255,1.00896861,3565,3.368816531,34.07,-118.3,1.713
5081,3.0139,29,3.736156352,0.96742671,2009,3.573289902,33.87,-118.15,1.665
5082,1.8144,37,3.822888283,0.996533795,841,3,38.52,-121.49,0.689
5083,4.775,52,5.018867925,0.995660377,943,3.150943396,34.13,-118.19,2.558
5084,2.8859,16,5.389972145,1.176029963,1312,1.837728195,33.16,-118.37,3.818
5085,12.4237,34,8.437611408,1.025052192,2847,3.427682726,34.07,-118.79,5.00001
5086,5.0532,24,6.662025723,0.953531599,1466,2.834183673,37.95,-122.05,1.648
5087,5.8151,17,6.394463668,1.071759318,683,2.336492891,34.25,-118.6,2.432
5088,3.5365,45,4.879049676,1.025316456,2943,4.244813278,33.96,-118.17,1.708
5089,4.3897,17,4.735632184,1.023640662,967,2.176211454,37.34,-122,3.49
5090,2.3594,17,9.109974425,2,1144,2.711838006,40.17,-122.75,0.813
5091,4.4671,26,4.731259045,1.032520325,1886,3.096534653,34.3,-118.41,2.663
5092,3.6401,33,3.603399433,1.039690223,2249,2.641661085,34.17,-118.31,2.738
5093,3.0432,24,5.406360424,1.084489281,5226,3.181168057,38.51,-121.54,1.04
5094,2.1875,42,4.832195409,1.097222222,611,3.121527778,33.94,-117.42,1.357
5095,2.3533,37,4.778761062,0.991735537,1326,3.382513369,33.93,-118.25,0.906
5096,3.7708,24,4.618320611,1.072519084,2546,3.29389313,34.06,-118.12,2.491
5097,3.375,49,4.636363636,1.104545455,406,4.204545455,34.05,-118.09,1.406
5098,5.4378,4,6.006309148,1.131386861,1798,3.006849315,37.99,-121.84,1.271
5099,1.6063,20,4.471930942,1.054176072,1846,2.021630616,38.56,-121.49,0.89
5100,2.3929,36,4.372013652,1,554,2.827433628,34.11,-117.89,1.813
5101,1.8238,21,4.452941176,1.134117647,1652,3.247058824,37.28,-120.46,0.648
5102,2.8125,38,4.610638298,1.063829787,764,2.74893617,37.8,-122.21,1.048
5103,3.375,32,4.310043668,1.168965517,1274,3.282392027,34.27,-118.75,1.528
5104,2.1094,28,4.512345679,1.244565217,1506,3.171428571,33.93,-118.29,1.428
5105,4.6779,33,4.375838926,1.076716016,1505,2.440107672,34.12,-118.29,3.422
5106,2.9402,44,5.202134387,1.151898734,939,2.33164557,33.78,-118.15,2.249
5107,4.3288,13,5.261956522,1.069584736,4163,2.267973856,37.57,-121.9,2.812
5108,2.8462,26,3.93385214,1.086466165,1960,2.334786399,33.81,-118.29,2.024
5109,3.7381,35,5.115768463,1.002421308,1130,2.936681223,33.9,-118.03,1.827
5110,4.835,44,5.66440678,1.016949153,1031,3.076595745,33.84,-118.17,1.589
5111,3.2285,23,5.306425041,1.051118211,2635,4.13372093,34.06,-117.92,1.648
5112,2.1779,42,4.178997613,1.046744574,1075,1.946107784,33.89,-118.08,2.833
5113,4.8811,15,6.154008439,0.980582524,871,2.835443038,38.27,-122.31,1.279
5114,3.055,30,2.833333333,0.766666667,167,4.025,38.6,-121.45,0.55
5115,3.1012,18,5.116071429,1.030769231,4166,3.101538462,38.25,-122.04,0.944
5116,4.7568,26,4.787658802,1.052631579,2142,2.316901408,33.81,-118.38,4.273
5117,6.019,25,7.225146199,1.124378109,1139,2.592760181,34.14,-118.88,4.42
5118,1.695,16,4.826498423,1.111706197,2546,2.740277045,33.97,-116.48,0.616
5119,3.2222,19,4.83573487,1.095490716,697,2.683366733,37.66,-122.07,1.56
5120,2.5148,40,3.828009828,1.175824176,1508,3.082079208,33.79,-118.19,1.518
5121,5.3032,27,6.219712526,1.011515163,1525,3.112627986,34.65,-118.3,1.711
5122,1.9832,11,3.728847246,1.076923077,2147,2.339207048,36.32,-119.29,0.633
5123,3.6875,20,5.800865801,1.041254125,1417,2.5995116,34.43,-117.31,1.379
5124,5.6754,34,6.017953321,1.025695931,1610,2.879356568,33.97,-118.02,4.438
5125,4.0846,35,5.283815481,1.084931507,2077,3.111295681,34.08,-118.31,3.862
5126,3.8158,34,5.078534031,1.044502618,1506,2.816753927,34.2,-118.35,1.619
5127,3.9375,11,5.120192308,1.02034588,1233,2.89258312,38.66,-121.33,1.766
5128,1.8845,52,4.352,1.090666667,468,1.836,37.86,-122.26,2.058
5129,3.2222,42,4.617801047,1.078947368,774,2.485641026,37.64,-122.09,1.873
5130,3.5938,52,5.324324324,1.024324324,931,2.545045045,37.79,-122.41,5.00001
5131,7.8383,18,7.388349515,1.077170418,1231,2.726631393,33.8,-117.85,5.00001
5132,5.1365,17,6.388729703,1.081683168,1506,3.653409091,34.24,-119.17,2.395
5133,3.1058,39,3.964114833,1.114832536,1713,1.843589744,33.97,-118.48,3.662
5134,4.4279,25,5.431623932,1.095022624,4115,2.88057554,34.05,-118.12,3.433
5135,2.8835,28,5.956030151,1.152331606,2319,4.048270314,34.09,-117.82,1.941
5136,4.2273,42,4.909385113,0.96763754,879,2.844660194,34.11,-118.17,1.522
5137,5.5191,20,4.946403385,0.985637343,2389,3.002890173,37.39,-121.82,1.64
5138,4.8105,13,6.75,1.058823529,1117,2.982843137,38.54,-121.75,1.292
5139,10.1357,29,7.103559871,1.046703297,1086,2.751824818,34.14,-118.07,3.9
5140,5.615,36,5.205567452,1.087378641,1269,3.142194745,34.27,-118.51,2.714
5141,2.7266,52,2.909090909,0.9375,1544,3.529090909,37.79,-122.22,1.183
5142,1.9818,30,4.351885099,1.051055901,3792,4.249363868,33.72,-117.89,1.401
5143,5.543,33,5.467268623,1.011844332,1031,2.41986456,34,-118.44,4.348
5144,2.25,17,3.835390947,1.00273224,1750,4.29218107,34.05,-118.2,1.612
5145,3.1979,16,5.833333333,1.037643208,3841,3,38.03,-121.35,1.526
5146,1.9013,37,4.269230769,1.126923077,640,3.773076923,38.1,-122.22,0.813
5147,4.9444,26,5.818421053,1.026315789,1946,2.794736842,37.28,-121.95,2.746
5148,2.4398,16,5.135658915,1.100934579,1496,2.427304965,33.68,-117.99,2.53
5149,3.6897,16,4.403716216,0.988662132,1560,2.199324324,32.78,-117.07,1.299
5150,3.9286,17,5.398601399,1.07977208,6170,2.691642651,36.81,-121.62,2.23
5151,7.2211,34,7.366459627,1.053164557,468,2.335056877,37.43,-122.24,5.00001
5152,5.2027,2,7.506769826,1.268138801,1794,3.717868339,33.76,-116.33,1.535
5153,2.4961,17,5.739130435,1.079710145,1275,3.076348066,39.39,-120.93,0.728
5154,7.8647,25,6.266853933,1.056478405,2329,2.267041901,33.79,-118.07,3.524
5155,2.1221,11,5.220843672,1.07751938,1947,3.248587571,39.11,-121.62,0.888
5156,4.1339,18,5.210412148,1.034816248,1310,2.531013616,37.69,-120.95,1.798
5157,2.4028,23,4.286956522,1.07173913,592,1.965217391,37.85,-121.25,1.447
5158,3.4,28,4.448516579,0.976280836,2053,2.547278912,32.83,-116.93,1.164
5159,3.1493,26,4.645320197,1.058685446,857,2.180904523,33.74,-117.93,1.817
5160,2.3824,21,4.362369338,1.164335664,818,2.454700855,33.78,-117.97,1.76
5161,3.1446,41,4.34939759,1.059548255,1569,3.040268456,33.95,-118.17,1.792
5162,6.3199,34,6.296875,1.052780396,2032,2.681672026,34.23,-118.54,3.092
5163,2.3125,27,5.272058824,1.065882353,1838,2.537037037,34.65,-120.46,1.25
5164,3.9,14,5.975945017,1.078291815,1349,3.534682081,33.03,-117.06,2.13
5165,8.0379,52,5.749,1.159090909,414,2.00625,34.14,-118.37,5.00001
5166,1.6898,37,3.534942821,1.059548255,954,2.64491654,32.79,-115.49,0.644
5167,8.1248,26,7.702725367,1.027247956,1083,2.649700599,33.71,-117.9,4.676
5168,8.7394,52,5.480176211,0.973154362,691,1.838150289,34.06,-118.4,5.00001
5169,3.8026,37,4.813953488,0.983255814,947,2.77876494,38.37,-122.71,1.844
5170,4.125,20,5.204301075,1.002688172,1685,2.556603774,38.02,-121.36,0.924
5171,2.7969,21,4.951859956,1.077300613,1195,1.617107943,37.84,-122.26,0.832
5172,4.5,35,5.390029326,1.021994135,1519,3.071993671,33.8,-117.9,1.905
5173,5.2561,34,4.382035928,1.026910299,940,1.895261845,37.31,-122.06,3.673
5174,3.4222,35,5.503171247,1.103379722,1491,2.738534076,37.68,-122.1,1.594
5175,4.2083,35,5.724757953,1.041575492,3171,2.728862974,33.75,-117.76,2.561
5176,2.9406,32,3.664351852,1.060185185,2694,4.173611111,33.9,-118.22,1.566
5177,3.2037,13,5.512019231,1.038461538,4656,3.243076923,37.57,-120.85,0.68
5178,4.7109,19,6.490276356,1.111553785,2344,2.323904382,38.29,-122.3,1.153
5179,4.6776,4,4.452631579,1.095394737,785,1.757173252,37.45,-122.16,3.143
5180,3.8571,36,5.323308271,1.026946108,1053,2.646840149,37.68,-122.49,2.074
5181,4.3333,24,4.670967742,1.077419355,1022,2.762096774,33.82,-118,3.034
5182,3.1838,20,6.07223114,1.094488189,1760,3.061611374,32.83,-117.1,0.967
5183,7.1882,20,6.428104575,1,710,2,37.5,-122.26,3.183
5184,2.8125,24,4.41943734,1.139655172,1309,4.68226601,33.21,-117.23,1.325
5185,6.4664,9,6.699570815,0.981389578,1852,3.137339056,34.44,-117.22,1.641
5186,3.4934,12,3.578343949,1.11002445,1221,2.569739953,37.36,-122.07,5.00001
5187,1.4917,43,4.348530902,1.008982036,756,3.355172414,37.62,-121.01,0.847
5188,2.7727,28,5.986354776,1.071090047,543,2.435971223,38.48,-122.72,1.478
5189,4.0735,50,6.419230769,1,968,2.817307692,37.8,-122.19,1.096
5190,5.6392,13,6.329317269,1.042296073,1829,2.623595506,38,-121.88,1.682
5191,4.7083,11,5.599353796,1.024653313,1777,3.037441498,34.04,-118.29,1.835
5192,3.0938,46,3.674766355,1.083550914,1093,2.856088561,34.19,-118.34,2.027
5193,3.1912,22,4.240313653,1.156593407,3485,3.093240093,33.79,-118.3,1.585
5194,1.9531,42,4.784386617,1.052513966,1504,2.481327801,34.13,-117.35,0.786
5195,2.4583,23,3.664383562,1.042465753,1782,2.863013699,34.01,-118.41,4.301
5196,3.6854,38,4.310231023,1.066006601,833,3.01010101,33.97,-118.36,1.733
5197,2.4659,31,3.894502229,1.242009132,671,1.726480836,33.78,-118.18,1.138
5198,3.4609,40,4.668918919,1.009925558,1829,4.374429224,38.25,-122.08,1.595
5199,15.0001,14,8.225071225,1.020979021,813,2.674193548,37.26,-122.03,5.00001
5200,2.7009,35,4.253731343,0.950819672,550,2.287313433,38.51,-119.55,0.694
5201,4.3229,16,6.177419355,1.096774194,2834,3.177419355,37.27,-121.81,2.629
5202,3.7813,32,5.415349887,1.084309133,1934,2.859106529,34.02,-118.1,1.583
5203,3.7813,16,14.70673077,2.403846154,751,2.942307692,33.84,-116.76,1.5
5204,5.3106,37,5.926686217,1.068259386,913,2.674321005,33.72,-118.32,2.5
5205,2.8705,43,5.163461538,1,705,3.6,37.74,-122.15,1.244
5206,4.25,16,5.539936102,0.976280835,1657,2.935727788,33.94,-117.55,1.505
5207,3.0964,32,4.273846154,0.978846154,3031,5.51754386,33.85,-117.88,1.295
5208,1.2412,41,2.186111111,1.166666667,716,2.041666667,34.06,-118.43,3.5
5209,5.2915,52,6.405882353,1.005882353,667,2.311764706,32.77,-117.12,1.994
5210,3.375,30,4.44,1.047826087,2450,3.634782609,33.88,-117.97,1.875
5211,1.975,49,5,1.088888889,904,2.477777778,39.44,-123.71,0.49
5212,5.0795,24,6.889980352,0.907834101,1275,3.087565674,34.24,-118.57,2.167
5213,1.5521,32,4.279627164,1.045351474,1530,4.487341772,36.76,-119.76,0.514
5214,3.5214,24,5.724758842,1.079155673,1074,2.33161157,37.57,-122.04,2.407
5215,3.1573,13,4.769892473,1.07415345,3657,4.666230366,37.32,-121.83,1.423
5216,3.4042,47,5.126760563,1.13592233,715,2.454225352,33.97,-118.27,3.029
5217,1.7727,50,3.958158996,1.058394161,621,4.438356164,33.95,-118.23,0.804
5218,5.3986,16,5.744680851,1.038297872,987,2.446808511,37.54,-121.96,2.333
5219,1.7161,14,3.736156352,1.107296137,848,1.598062954,33.97,-117.4,1.875
5220,3.2031,8,5.217391304,1.073405535,2009,2.417569194,38.78,-121.18,1.475
5221,2.9432,50,4.551546392,1.100230415,885,1.860062893,37.8,-122.23,1.398
5222,4.9806,11,6.17693837,1.098389982,1825,3.352415027,33.21,-117.24,2.603
5223,2.5833,28,4.134517766,1.056720099,824,2.681388013,34.16,-117.3,0.701
5224,3.2818,8,5.62962963,1.020833333,2585,2.607223476,38.07,-122.23,1.523
5225,4.6776,35,5.778145695,1.050874404,1394,2.079491256,37.76,-122.38,3.042
5226,2.3098,22,4.444794953,1.070556309,2549,2.07504363,38.61,-121.28,1.071
5227,2.6548,21,4.357471264,1.143468951,1246,2.188505747,34.05,-117.15,0.715
5228,6.6494,19,6.360153257,1.084291188,1054,2.717889908,33.85,-118.08,3.742
5229,3.9861,16,4.590782123,1.105121294,1616,2.430171821,33.87,-117.97,1.375
5230,10.3578,26,8.306260575,1.030254777,1461,2.945235487,34.15,-118.51,4
5231,3.8625,29,3.703225806,1.032258065,1042,3.962365591,33.98,-118.07,1.926
5232,1.3571,19,4.269406946,1.035230352,2524,2.533875339,38.61,-121.27,1.098
5233,3.256,52,5.469594595,1.058558559,1562,2.512162162,37.78,-122.45,3.46
5234,10.2811,6,7.904761905,1.08008658,449,2.857142857,37.79,-121.99,5.00001
5235,5.8283,16,5.761172513,0.999215071,3139,2.578034682,34.17,-118.62,3.167
5236,2.8777,17,4.908554572,1.064516129,1087,1.925969448,38.43,-122.74,2.236
5237,1.9875,14,5.652941176,1.163529412,2430,3.046875,32.77,-117.11,0.967
5238,2.7266,12,4.331125828,1.045627376,722,1.748286604,32.81,-117.19,2.547
5239,3.227,24,4.528052805,1.303630363,2401,4.082508251,34.26,-119.21,2.583
5240,4.038,18,5.922459893,1.059957173,2577,2.363844394,33.85,-118.03,3.877
5241,3.5931,15,4.73220339,1.052447552,2098,3.11013986,34.07,-117.67,0.934
5242,2.3929,33,4.589812332,1.152173913,1312,5.004608295,34.11,-117.97,1.313
5243,3.0789,25,4.402750491,1.051457976,5587,2.665952891,34.09,-117.9,1.743
5244,1.975,16,4.421686747,1.106619385,1551,1.638554217,38.9,-121.76,0.675
5245,4.0077,14,3.797891019,1.065921788,2181,2.961770624,37.25,-121.81,1.793
5246,2.8097,29,4.455782313,1.034730539,1845,3.489461358,33.95,-118.26,0.873
5247,4.4643,29,5.256055363,0.938110749,971,2.435114504,37.29,-122,2.377
5248,3.8542,18,5.717362046,1.068580542,1804,2.713744076,34.13,-117.38,1.03
5249,1.1903,18,3.664583333,1.05450237,1282,3.253615128,37.4,-121.86,1.815
5250,2.8237,21,4.105973025,1.15339233,2383,2.001434426,33.16,-117.21,1.125
5251,3.3897,17,4.672967864,0.977443609,1338,2.180451128,36.82,-121.64,1.458
5252,7.7373,22,7.752515091,1.078498294,1662,3.073753938,34.17,-118.86,4.676
5253,4.2273,20,5.341719078,1.032714412,2254,2.76489533,38.55,-121.41,1.606
5254,3.5547,12,6.578947368,1.091578947,1408,2.631578947,35.1,-117.99,0.936
5255,4.0042,9,5.853754941,1.063829787,921,2.868852459,38.75,-121.17,1.293
5256,3.8019,25,4.925714286,1.056939502,2575,2.664041995,37.55,-122.02,2.368
5257,4.5382,28,7.002212389,1.073170732,902,2.690747782,32.84,-117.02,1.692
5258,1.7655,37,3.849744712,1.07980456,1783,3.72242647,35.77,-119.25,0.546
5259,5.2118,14,6.962637363,1.02970297,2435,2.99009901,36.83,-119.79,1.046
5260,4.5179,18,6.388632873,1.005184234,3134,2.739488871,38.03,-121.29,2.094
5261,1.9647,8,4.534988713,1.058309038,1947,3.067697595,35.33,-119.03,0.565
5262,8.2064,19,8.127572016,1.04887218,2149,2.227488152,37.83,-121.98,3.561
5263,3.7361,22,5.133333333,1.098389982,1118,2.121568627,38.41,-122.77,1.938
5264,3.5179,21,5.18336163,1.032085561,1093,2.786026201,33.72,-118.01,2.768
5265,2.6321,20,4.082228117,1.087649402,1196,1.658602151,38.79,-123.54,1.472
5266,1.6065,29,3.886128364,1,850,2.182097187,32.79,-117.11,0.444
5267,3.5109,26,5.439330544,1.033663366,1488,2.946564885,34.08,-117.25,0.966
5268,6.3721,42,6.923503326,1.003597122,1332,2.287132353,37.91,-122.51,3.524
5269,6.9695,15,7.626822157,1.050488599,1546,2.829604131,33.59,-117.66,3.081
5270,3.8571,35,5.011976048,1.002994012,148,2.285714286,37.44,-122.23,5.00001
5271,1.3091,36,3.790419162,0.970509383,2312,3.335866261,33.93,-118.25,1.057
5272,3.06,26,5.291814947,0.971548999,2558,2.844806008,38.55,-121.76,1.463
5273,3.8565,20,5.144312394,1.052023121,1753,3.218829517,36.6,-121.86,1.438
5274,4.5,14,7.216165414,1,1832,2.833845537,33.68,-117.8,1.731
5275,3.1563,34,4.502646503,1.049132948,2622,2.744416873,34.13,-117.9,1.078
5276,7.6107,9,6.645061728,0.975308642,555,2.944444444,37.27,-121.8,2.393
5277,5.3307,3,6.17693837,1.084699454,2683,3.069572506,34.57,-117.38,1.115
5278,3.2021,15,5.092503987,1.059018676,1803,2.735682819,38.61,-121.39,1.421
5279,6.2654,26,5.53909465,1.085271318,980,1.833333333,34.06,-118.43,5.00001
5280,3.2165,20,5.432515337,1.098016336,1510,2.470948012,32.69,-117.06,1.331
5281,6.1092,10,6.935960591,1.029661017,1047,2.879432624,34.16,-118.26,2.846
5282,4.1862,36,5.695020747,1.027667984,828,4.373553719,37.32,-121.93,1.436
5283,4.1458,36,5.802536232,1.060126383,1027,2.362318841,33.88,-118.3,2.34
5284,2.9154,33,5.217798595,1.066997519,1487,4.061919505,34.08,-117.76,1.249
5285,3.3942,23,4.141129032,1.00931677,1027,2.16471399,33.89,-118.08,1.643
5286,3.8603,52,6.776942356,1.325153374,907,3.581947743,39,-122.1,0.441
5287,3.5242,18,5.988235294,1.035294118,781,2.634408602,34.93,-120.45,1.273
5288,3,7,5.693843594,1.100994036,1723,2.377833753,34.91,-120.42,0.988
5289,1.0333,28,4.715942029,1.043806647,1301,2.483766234,34.15,-119.01,2.417
5290,3.2062,22,4.133802817,1.049295775,5495,3.352112676,34.07,-117.96,1.827
5291,7.6473,52,7.50764526,1.165137615,883,2.943362832,34.13,-118.13,4.328
5292,5.0603,15,4.428927681,1.042513863,1016,3.527363184,37.33,-122.06,2.889
5293,2.6087,18,4.854368932,1.137426901,1532,1.843520782,34.09,-118.36,1.833
5294,1.6187,21,3.587557604,1.138801262,2916,4.85013624,33.79,-118.28,0.864
5295,4.6908,13,5.497164461,1.022284123,1047,2.398104265,33.12,-117.07,1.774
5296,5.1202,49,6.226666667,1.013333333,722,2.373333333,34.04,-118.48,5.00001
5297,1.7388,17,3.642737896,1.160332542,721,2.27672209,38.59,-121.41,0.914
5298,1.8694,17,4.811989101,1.048780488,1901,2.581168831,40.61,-122.3,0.756
5299,4.3428,21,4.47284345,1.021364562,1869,2.402730375,37.34,-122.04,3.572
5300,0.8836,19,2.018348624,0.992805755,467,1.47706422,33.98,-117.32,0.557
5301,3.4773,35,4.94344473,1.155737705,1938,3.369834711,33.78,-117.23,0.93
5302,3.45,11,3.653120464,1.023136247,2629,2.186335404,37.32,-121.88,1.833
5303,4.1667,34,4.602605863,1.030651341,884,2.4204947,34.18,-118.52,2.682
5304,3.5,26,6.08,1.054166667,1223,3.066666667,36.14,-119.39,1.096
5305,1.9485,26,3.218608853,1.087662338,1513,1.461538462,33.78,-118.16,1.569
5306,2.5488,45,4.664634146,1.03968254,733,2.863414634,32.73,-117.13,1.107
5307,5.1515,28,6.094801223,1.004366812,1381,2.599388379,34.2,-118.49,2.571
5308,3.5294,15,5.569832402,1.107269504,1520,2.858349224,38.72,-121.3,0.926
5309,1.9489,27,4.865853659,1,1195,3.202435312,34.12,-117.33,0.659
